:: Logging to C:\Users\shirao\AppData\Local\Temp\UnitypackageTools20191217190050-1o_gyjyg.log
[INFO   ] 2019-12-17 19:00:50,246::root                     | Current-directory: D:\works\programs\python\vemt\vemt-unitypackage-validator
[WARNING] 2019-12-17 19:01:35,916::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 04a331b0f78f87e4d928172d735672d9 (Assets/UniGLTF/UniJSON/Scripts/Json/JsonString.cs)
[WARNING] 2019-12-17 19:01:35,919::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 04a9623f45d46d64b8d852e0b0ea9a81 (Assets/Editor/x64/Bakery/scripts/ftLightingDataGen.cs)
[WARNING] 2019-12-17 19:01:35,922::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 04f2758551c076e4e9060e3117817e29 (Assets/UniGLTF/Core/Scripts/IO/MeshWithMaterials.cs)
[WARNING] 2019-12-17 19:01:35,925::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 05ca84e725c7c764aa5ed097918d14b7 (Assets/Bakery/ftLocalStorage.cs)
[WARNING] 2019-12-17 19:01:35,928::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 06b3418a97f8c204da34a849fa86a7c0 (Assets/UniGLTF/UniHumanoid/Scripts/Editor/BoneMappingEditor.cs)
[WARNING] 2019-12-17 19:01:35,934::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 072fba73661e79c42a8b76a2fa362b26 (Assets/MeshBaker/scripts/core/MB3_UVTransform.cs)
[WARNING] 2019-12-17 19:01:35,944::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 077f80fe3940dc7468ecec90989abe66 (Assets/MeshBaker/scripts/MB3_TextureBaker.cs)
[WARNING] 2019-12-17 19:01:35,951::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 08905a0f08b77054d9ee3ee91b6a3804 (Assets/MeshBaker/Editor/MB3_MeshBakerEditorWindow.cs)
[WARNING] 2019-12-17 19:01:35,958::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 09cdeb503b1e8234faf528b6ae134e7a (Assets/UniGLTF/Core/Scripts/IO/TextureItem.cs)
[WARNING] 2019-12-17 19:01:35,963::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0a4a0d3ada80a12409388f37408aced8 (Assets/MeshBaker/Editor/core/MB3_TextureCombinerEditorFunctions.cs)
[WARNING] 2019-12-17 19:01:35,969::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0a5f54a19161b7e489e7c1815bb56b79 (Assets/MeshBaker/Editor/MB3_BoneWeightCopierEditor.cs)
[WARNING] 2019-12-17 19:01:35,974::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0a747f33c53bd3042af4ac90fc2a1fd3 (Assets/Bakery/BakeryLightmapGroupSelector.cs)
[WARNING] 2019-12-17 19:01:35,980::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0ac7998a36f085844847acbc046d4e27 (Assets/VRCSDK/Dependencies/VRChat/Editor/VRC_DataStorageEditor.cs)
[WARNING] 2019-12-17 19:01:35,983::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0ae349e542bb4444188384712038d74d (Assets/VketBoothValidator/Editor/Rules/G_ComponentLimitation/G06_LightRule.cs)
[WARNING] 2019-12-17 19:01:35,986::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0b3cd41a5496d6e47b88dc5cf6bf056c (Assets/VRCSDK/Examples/Sample Assets/Graphics/GUI_Rounded Rectangle.psd)
[WARNING] 2019-12-17 19:01:35,988::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0b59a66ed8e7b1c419d69f7ee07900c1 (Assets/UniGLTF/UniJSON/Scripts/Json/JsonValue.cs)
[WARNING] 2019-12-17 19:01:35,992::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0c12e797b02402246a52aa270c45059b (Assets/PostProcessing/Editor/PostProcessingBehaviourEditor.cs)
[WARNING] 2019-12-17 19:01:35,995::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0d2c3401d1adf41488c19ec4d47386a0 (Assets/UniGLTF/UniHumanoid/Scripts/Editor/MuscleInspectorEditor.cs)
[WARNING] 2019-12-17 19:01:35,998::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0dfcadb180d67014cb0a6e18d6b11f90 (Assets/PostProcessing/Editor/PostProcessingFactory.cs)
[WARNING] 2019-12-17 19:01:36,000::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0e6975d20fbb7db4cb282debae7dc110 (Assets/MeshBaker/scripts/core/MB_Utility.cs)
[WARNING] 2019-12-17 19:01:36,003::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 0fe6ad65b6159f4499e7bad146934ac5 (Assets/MeshBaker/Examples/BakeTexturesAtRuntime/BakeTexturesAtRuntime.cs)
[WARNING] 2019-12-17 19:01:36,008::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 12884bd09c80e3145bee1a2fa1baf185 (Assets/MeshBaker/scripts/core/MB3_MeshCombiner.cs)
[WARNING] 2019-12-17 19:01:36,011::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 128f1b6366765e846853f8e143ca26cd (Assets/MeshBaker/scripts/AssemblyInfo.cs)
[WARNING] 2019-12-17 19:01:36,014::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 12d3e22e2e62d4948a5aff4bc42208e9 (Assets/UniGLTF/UniJSON/Scripts/Extensions/ArraySegmentExtensions.cs)
[WARNING] 2019-12-17 19:01:36,017::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 144aa3fbdb8360b4aaa4051032c25680 (Assets/Editor/x64/Bakery/scripts/xatlas/xatlas.cs)
[WARNING] 2019-12-17 19:01:36,020::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 14aaa52c3da53004ea85dbb38e9e4698 (Assets/UniGLTF/UniHumanoid/Scripts/MuscleDebug.cs)
[WARNING] 2019-12-17 19:01:36,023::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 14c3409fa1ee21a4c9ae7278f74d918f (Assets/VketBoothValidator/Editor/Rules/G_ComponentLimitation/G01_WhitelistComponentRule.cs)
[WARNING] 2019-12-17 19:01:36,025::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 14d18bc5a296a894eb7154d3f5f0e18b (Assets/UniGLTF/UniHumanoid/PoseModifier/HandPose.cs)
[WARNING] 2019-12-17 19:01:36,029::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 15ecac6f7fdc1bc4fb723fee6f4635dd (Assets/VRCSDK/Dependencies/VRChat/Scripts/AvatarPerformance.cs)
[WARNING] 2019-12-17 19:01:36,032::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 16127b989b7276947ac47f77f5f641c8 (Assets/Editor/x64/Bakery/ftrace.exe)
[WARNING] 2019-12-17 19:01:36,034::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 164dff9806a684447ae2c9d679ae730b (Assets/UniGLTF/Core/Editor/UniGLTFTests.cs)
[WARNING] 2019-12-17 19:01:36,037::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 16d778a50d1c9374894ef42f892210dd (Assets/UniGLTF/UniJSON/Editor/Tests/ValidatorTests.cs)
[WARNING] 2019-12-17 19:01:36,040::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 178320cedf292cb4f8d6c0b737b35953 (Assets/DynamicBone/Demo/DynamicBoneDemo1.cs)
[WARNING] 2019-12-17 19:01:36,044::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1885b890513387943b26341275b8601d (Assets/Editor/x64/Bakery/scripts/ftPlayMode2EditorUpdater.cs)
[WARNING] 2019-12-17 19:01:36,047::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1a97a07a987b63c4fa1eb5031a205270 (Assets/Editor/x64/Bakery/seamfixer.exe)
[WARNING] 2019-12-17 19:01:36,050::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1acbda60094b1b14fa803d9ce4fb88d3 (Assets/Editor/x64/Bakery/scripts/ftRestorePaddingMenu.cs)
[WARNING] 2019-12-17 19:01:36,053::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1ad435458792fd9488c6e46fd780fd2c (Assets/Editor/x64/Bakery/simpleProgressBar.dll)
[WARNING] 2019-12-17 19:01:36,055::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1af21722605d44f58deebfcfca642b32 (Assets/UniGLTF/Core/Scripts/IO/AnimationCurveData.cs)
[WARNING] 2019-12-17 19:01:36,058::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1b37b47c815251d4290ee5b16dec9c70 (Assets/Editor/x64/Bakery/scripts/ftCreateMenu.cs)
[WARNING] 2019-12-17 19:01:36,061::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1b759a27457c3cb49adea3fba807e447 (Assets/UniGLTF/Core/Scripts/Format/glTFAssets.cs)
[WARNING] 2019-12-17 19:01:36,064::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1bb6f2275f7eff940b6f0d72681e7877 (Assets/PostProcessing/Runtime/Utils/ColorGradingCurve.cs)
[WARNING] 2019-12-17 19:01:36,066::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1bdf39f36f58f584daee6d67f7ab446f (Assets/UniGLTF/UniJSON/Scripts/JsonSchemaValidator/JsonObjectValidator.cs)
[WARNING] 2019-12-17 19:01:36,069::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1c31726a958e7ad43808181006202458 (Assets/VketBoothValidator/Editor/Rules/Y_CommonMistake/Y01_AnimationObjectHierarchyRule.cs)
[WARNING] 2019-12-17 19:01:36,071::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1c48ae3fc24ee5b4db7320b8d0e1d35d (Assets/MeshBaker/scripts/MB3_DisableHiddenAnimations.cs)
[WARNING] 2019-12-17 19:01:36,074::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1caa0caed1da6af47b756fe7bec22da9 (Assets/MeshBaker/scripts/core/TextureCombiner/MB3_TextureCombinerAtlasRect.cs)
[WARNING] 2019-12-17 19:01:36,077::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1da59b95c23290d4daf4049b96e4091c (Assets/VketBoothValidator/Editor/Rules/B_NameFormat/B04_FilenameEndWithTildeRule.cs)
[WARNING] 2019-12-17 19:01:36,080::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1e20e66aa2deb7943993c444137d9acd (Assets/PostProcessing/Runtime/Models/FogModel.cs)
[WARNING] 2019-12-17 19:01:36,083::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1f1719ea9a4347c4799756ac016a69e3 (Assets/MeshBaker/scripts/MB3_MBVersionConcrete.cs)
[WARNING] 2019-12-17 19:01:36,086::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1f3ae15d674398b46a90bf2c1aced7ac (Assets/Editor/x64/Bakery/scripts/ftBuildGraphics.cs)
[WARNING] 2019-12-17 19:01:36,089::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 1f53a96e8eab91a468fa05c20d4fed41 (Assets/VRCSDK/Dependencies/VRChat/Editor/AutoAddSpatialAudioComponents.cs)
[WARNING] 2019-12-17 19:01:36,092::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 20634c83ea30c99449cd85ef46368b13 (Assets/UniGLTF/Core/Scripts/Format/glTFMesh.cs)
[WARNING] 2019-12-17 19:01:36,095::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 21979cc7137a17d4ea8b6202381a02d0 (Assets/UniGLTF/DepthFirstScheduler/Scheduler/CurrentThreadScheduler.cs)
[WARNING] 2019-12-17 19:01:36,099::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2451939fe695c1a408ba688219837667 (Assets/PostProcessing/Editor/Models/AntialiasingModelEditor.cs)
[WARNING] 2019-12-17 19:01:36,102::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 24ced5fa006456249ac31e87abe5aa5b (Assets/MeshBaker/Editor/MB3_ShaderTexturePropertyDrawer.cs)
[WARNING] 2019-12-17 19:01:36,105::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2626b17c595c71e43811d654eb28d30d (Assets/PostProcessing/Runtime/Models/DepthOfFieldModel.cs)
[WARNING] 2019-12-17 19:01:36,108::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 26a75599848adb449b7aceed5090e35c (Assets/VRCSDK/Dependencies/VRChat/Editor/VRCObjectSpawnEditor.cs)
[WARNING] 2019-12-17 19:01:36,111::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 26f57cf1f0be79d4f995b90509950e0f (Assets/MeshBaker/Editor/MB3_TextureBakerEditor.cs)
[WARNING] 2019-12-17 19:01:36,114::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 279964035c950b24cb745511298855dd (Assets/UniGLTF/Core/Scripts/IO/ShaderPropExporter/ShaderProps.cs)
[WARNING] 2019-12-17 19:01:36,117::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 27fa95984763d9d47bbad59e7fdb66fe (Assets/PostProcessing/Editor/PostProcessingInspector.cs)
[WARNING] 2019-12-17 19:01:36,119::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 28413153a26e53342baf1a7b2c3711c3 (Assets/PostProcessing/Runtime/PostProcessingModel.cs)
[WARNING] 2019-12-17 19:01:36,122::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2864fc95e81c81b428d7fe94f8e705b6 (Assets/MeshBaker/Editor/core/MB3_MeshBakerEditorFunctions.cs)
[WARNING] 2019-12-17 19:01:36,125::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 29fb03f40f7582c41a09dec611a68e8c (Assets/MeshBaker/Editor/searchFilters/MB3_GroupByOutOfBoundsUVs.cs)
[WARNING] 2019-12-17 19:01:36,128::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2a6454bbd9b910d499702d2ba8270ea0 (Assets/UniGLTF/UniJSON/Scripts/JsonSchemaValidator/JsonBoolValidator.cs)
[WARNING] 2019-12-17 19:01:36,132::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2c95b5ebe597e924fa2e7fcce3a65f76 (Assets/UniGLTF/Core/Scripts/Format/ExtensionsAndExtras/KHR_materials_unlit.cs)
[WARNING] 2019-12-17 19:01:36,135::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2d21c7591557c7744a6fa34a7acace91 (Assets/UniGLTF/Core/Scripts/Format/ExtensionsAndExtras/KHR_draco_mesh_compression.cs)
[WARNING] 2019-12-17 19:01:36,137::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2d45bc7edb5916446b4fa1ae1b6f9065 (Assets/PostProcessing/Editor/Monitors/WaveformMonitor.cs)
[WARNING] 2019-12-17 19:01:36,140::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2d72520a65b562f4f862ac0760306215 (Assets/UniGLTF/UniJSON/Scripts/MsgPack/EndianConverter.cs)
[WARNING] 2019-12-17 19:01:36,143::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2db0738246127ec4ea2157c079a85ea9 (Assets/MeshBaker/scripts/core/TextureCombiner/MB2_TexturePackerHorizontalVert.cs)
[WARNING] 2019-12-17 19:01:36,147::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2e7bf08c7b7056e4ea1f50b1e008cb7e (Assets/UniGLTF/UniHumanoid/Scripts/Format/Bvh.cs)
[WARNING] 2019-12-17 19:01:36,150::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2f3ef41b4bd5fd7468d4ecfe377649d0 (Assets/MeshBaker/Examples/SceneRuntimeExample/MB_ExampleSkinnedMeshDescription.cs)
[WARNING] 2019-12-17 19:01:36,153::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2fb2e0d8bc810bb48b63c91af80d5f17 (Assets/MeshBaker/scripts/MB3_MeshBaker.cs)
[WARNING] 2019-12-17 19:01:36,156::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2fb728ca27f90c947890313df5f94d4d (Assets/UniGLTF/UniJSON/Scripts/Extensions/TypeExtensions.cs)
[WARNING] 2019-12-17 19:01:36,158::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 2ff3bf9d7e4fcb64eba007e5d54d5f6a (Assets/MeshBaker/Editor/searchFilters/MB3_GroupByMaterial.cs)
[WARNING] 2019-12-17 19:01:36,161::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 3003e87b5df13394eadfda925bb816e5 (Assets/UniGLTF/DepthFirstScheduler/Editor/DepthFirstScheduler.cs)
[WARNING] 2019-12-17 19:01:36,164::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 306a56f30ff21b5439963fc745cfe9cc (Assets/Bakery/BakerySkyLight.cs)
[WARNING] 2019-12-17 19:01:36,167::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 30d4db9a01d6aee4db9a77d762e608f6 (Assets/UniGLTF/UniHumanoid/Scripts/IO/Extensions/BvhExtensions.cs)
[WARNING] 2019-12-17 19:01:36,170::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 31723631f70a88f47ba90c044e220849 (Assets/UniGLTF/Core/Scripts/IO/gltfImporter.cs)
[WARNING] 2019-12-17 19:01:36,172::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 31723c36feaba3a43a6a56c27e94b3bf (Assets/Editor/x64/Bakery/ftraceRTX.exe)
[WARNING] 2019-12-17 19:01:36,175::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 317adeaa75a118a4f857721c90946933 (Assets/UniGLTF/Core/Scripts/Format/glTF.cs)
[WARNING] 2019-12-17 19:01:36,178::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 31a5ec32588b0294f8268e4639421526 (Assets/HalbyAssets/Editor/ArmatureFixer.cs)
[WARNING] 2019-12-17 19:01:36,181::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 331bd613923afe5438ef4ff3a59fc5b3 (Assets/UniGLTF/UniJSON/Editor/Tests/MsgPack/RawTest.cs)
[WARNING] 2019-12-17 19:01:36,184::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 3371a8c050896ec4889fd9723a7c41a3 (Assets/VketBoothValidator/Editor/Rules/D_boothFormat/D01_BoothSizeRule.cs)
[WARNING] 2019-12-17 19:01:36,187::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 33b0000c5446b7547bcad1da1e9768ed (Assets/UniGLTF/Core/Scripts/Format/BytesBuffer.cs)
[WARNING] 2019-12-17 19:01:36,190::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 33d6d1a4b7b3dec40819019a25605191 (Assets/PostProcessing/Runtime/Models/BuiltinDebugViewsModel.cs)
[WARNING] 2019-12-17 19:01:36,193::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 347e5b40f4deb874bbd091afcadd872c (Assets/MeshBaker/scripts/MB_SerializableSourceBlendShape2CombinedMap.cs)
[WARNING] 2019-12-17 19:01:36,196::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 34c865b003bc1f44abcdb95dc99979cf (Assets/UniGLTF/Core/Scripts/UniGLTFException.cs)
[WARNING] 2019-12-17 19:01:36,199::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 356f989283db8c848b851b82c34086d1 (Assets/UniGLTF/Core/Scripts/Format/ExtensionsAndExtras/glTFExtensions.cs)
[WARNING] 2019-12-17 19:01:36,201::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 35ceb4b3cfab56d43a3f0efeb9d68c43 (Assets/PostProcessing/Runtime/Components/DitheringComponent.cs)
[WARNING] 2019-12-17 19:01:36,204::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 36d566e460135294e9e29bd27a12b9b5 (Assets/Editor/x64/Bakery/alphabuffergen.dll)
[WARNING] 2019-12-17 19:01:36,207::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 378358a997cd2e9418f180593fb04a6f (Assets/UniGLTF/Core/Scripts/Format/glEnum.cs)
[WARNING] 2019-12-17 19:01:36,210::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 37a382c6f3b047940afc0e3e1f3e53db (Assets/UniGLTF/UniJSON/Scripts/Extensions/ObjectExtensions.cs)
[WARNING] 2019-12-17 19:01:36,212::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 37dbc1bc37728a44f8e33ad44e407c91 (Assets/UniGLTF/Core/Editor/MaterialTests.cs)
[WARNING] 2019-12-17 19:01:36,215::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 38f59c64e05855b41be64595c570e366 (Assets/UniGLTF/Core/Scripts/Format/ExtensionsAndExtras/glTFCameraExtensions.cs)
[WARNING] 2019-12-17 19:01:36,218::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 38fc7e076ba93a847ad72d3d459d06b6 (Assets/UniGLTF/DepthFirstScheduler/TaskChain.cs)
[WARNING] 2019-12-17 19:01:36,221::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 39074aa97f4be23438147346f081c7f3 (Assets/PostProcessing/Runtime/Components/VignetteComponent.cs)
[WARNING] 2019-12-17 19:01:36,225::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 3942810073614d946a76d87cbbfb222c (Assets/UniGLTF/UniJSON/Editor/Tests/MsgPack/StringTest.cs)
[WARNING] 2019-12-17 19:01:36,228::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 39cdf3092ab81be4b9e623cb5a8819d8 (Assets/VRCSDK/Dependencies/VRChat/Editor/ApiCacheEditor.cs)
[WARNING] 2019-12-17 19:01:36,231::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 3a3737d1f36bf3b4c889c6f805d700bd (Assets/MeshBaker/scripts/TextureBlenders/TextureBlenderStandardSpecular.cs)
[WARNING] 2019-12-17 19:01:36,233::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 3a4eb21edcc395a419e2da3246fcbc15 (Assets/Editor/x64/Bakery/scripts/ftDirectLightInspector.cs)
[WARNING] 2019-12-17 19:01:36,236::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 3a7afd753a89c4140b80c855e15f69d6 (Assets/PostProcessing/Runtime/Models/UserLutModel.cs)
[WARNING] 2019-12-17 19:01:36,239::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 3ab6245869fe6f7448aa8f4e84286cdd (Assets/UniGLTF/UniJSON/Scripts/Json/JsonParser.cs)
[WARNING] 2019-12-17 19:01:36,243::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 3adb3a07892d5f24b86eb342d69a10a0 (Assets/Editor/x64/Bakery/denoiser.exe)
[WARNING] 2019-12-17 19:01:36,246::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 3aecd666943878944a811acb9db2ace7 (Assets/VRCSDK/Dependencies/VRChat/Editor/VRC_TriggerEditor.cs)
[WARNING] 2019-12-17 19:01:36,249::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is 3b63b118c0591b548ba1797e6be4292e (Assets/VRCSDK/Dependencies/VRChat/Editor/VRC_DestructibleStandardEditor.cs)
